smiles,standard_value
O=C(Nc1ccc(Br)cc1)c1ccccc1O,3.78
O=C(Nc1ccc(C(F)(F)F)c(Cl)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,4.06
O=C(Nc1ccc(C2CCC(C(=O)O)CC2)cc1)c1nnc(Nc2ccccc2F)o1,2.1
O=C(Nc1ccc(C2CCN(C(=O)C3CCC(C(=O)O)CC3)CC2)cc1)c1nc(-c2ccccc2)oc1C(F)(F)F,2.34
O=C(Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl)Nc1ccccc1Br,2.34
O=C(Nc1ccc(CCO)cc1)c1cc2cc(Cl)ccc2[nH]1,3.85
O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)C1CCc2nccc(=O)n21,0.9
O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1)C1CCc2ccnn21,0.9
O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1)C1CCc2scnc21,1.0
O=C(Nc1ccc(Cl)c(-c2nc3ncccc3o2)c1)c1ccco1,2.7
O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,3.57
O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(C[C@@H]2CCCN(CC3CC3)C2)CC1,2.54
O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(C[C@@H]2CCCN(Cc3ccccc3)C2)CC1,4.26
O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(C[C@H]2CN(C3CC3)CCO2)CC1,3.32
O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CCNCC2)c1O)Nc1cccc(F)c1Cl,2.6
O=C(Nc1ccc(Cl)cc1)C1CN(C(=O)N2CCCC2)CC1C(=O)Nc1ccc(-n2ccccc2=O)cc1F,2.78
O=C(Nc1ccc(Cl)cc1)C1CN(CC(F)(F)F)CC1C(=O)Nc1ccc(-n2ccccc2=O)cc1F,3.2
O=C(Nc1ccc(Cl)cc1)C1CN(CC(F)F)CC1C(=O)Nc1ccc(-n2ccccc2=O)cc1F,2.69
O=C(Nc1ccc(Cl)cc1)C1CN(CCO)CC1C(=O)Nc1ccc(-n2ccccc2=O)cc1F,1.8
O=C(Nc1ccc(Cl)cc1)C1CN(S(=O)(=O)CC(F)(F)F)CC1C(=O)Nc1ccc(-n2ccccc2=O)cc1F,2.68
O=C(Nc1ccc(Cl)cc1B(O)O)c1ccc(Oc2ccc(C(F)(F)F)cc2)nc1,4.3
O=C(Nc1ccc(Cl)cc1O)Nc1ccccc1Br,3.85
O=C(Nc1ccc(Cl)cn1)C(CN1CC(O)C1)Oc1ncnc2c1cnn2-c1ccccc1Cl,3.1
O=C(Nc1ccc(Cl)cn1)C(CN1CC(O)C1)Oc1ncnc2c1cnn2-c1ncccc1Cl,2.0
O=C(Nc1ccc(Cl)cn1)C(COCCO)Oc1ncnc2c1cnn2-c1ccccc1Cl,3.1
O=C(Nc1ccc(Cl)cn1)C(COCCO)Oc1ncnc2c1cnn2-c1ncccc1Cl,2.1
O=C(Nc1ccc(Cl)cn1)C1CN(CC(F)(F)F)CC1C(=O)Nc1ccc(-n2ccccc2=O)cc1F,2.62
O=C(Nc1ccc(Cl)cn1)C1CN(CC(F)F)CC1C(=O)Nc1ccc(-n2ccccc2=O)cc1F,2.2
O=C(Nc1ccc(Cl)cn1)C1CNCC1C(=O)Nc1ccc(-n2ccccc2=O)cc1F,0.63
O=C(Nc1ccc(Cl)nc1)c1ccc(F)c(Cl)c1,3.64
O=C(Nc1ccc(Cl)nc1)c1ccc(F)c(F)c1,3.31
O=C(Nc1ccc(F)c(-c2nc3ncccc3o2)c1)c1ccoc1,2.4
O=C(Nc1ccc(F)c(-c2nc3ncccc3o2)c1)c1cnco1,1.7
O=C(Nc1ccc(F)c(-c2nc3ncccc3o2)c1)c1cscn1,2.3
O=C(Nc1ccc(F)c(F)c1)c1ccc2[nH]ncc2c1,2.04
O=C(Nc1ccc(F)cc1)c1ccc(Cl)[n+]([O-])c1,1.38
O=C(Nc1ccc(F)cc1)c1cccnc1Oc1ccccc1,3.19
O=C(Nc1ccc(F)cc1F)N1CCC(N(CCc2ccc(Cl)cc2)C(=O)c2csc3ccccc23)CC1,4.0
O=C(Nc1ccc(F)cc1F)c1cc(Cl)ccc1O,3.6
O=C(Nc1ccc(F)cn1)C(CN1CC(O)C1)Oc1ncnc2c1cnn2-c1c(Cl)cccc1Cl,2.7
O=C(Nc1ccc(F)cn1)C(CN1CC(O)C1)Oc1ncnc2c1cnn2-c1c(F)cccc1Cl,2.3
O=C(Nc1ccc(F)cn1)C(CN1CC(O)C1)Oc1ncnc2c1cnn2-c1ccccc1Cl,2.3
O=C(Nc1ccc(F)cn1)C(CN1CC(O)C1)Oc1ncnc2c1cnn2-c1ncccc1Cl,1.3
O=C(Nc1ccc(F)cn1)C(COCCO)Oc1ncnc2c1cnn2-c1c(Cl)cccc1Cl,2.7
O=C(Nc1ccc(F)cn1)C(COCCO)Oc1ncnc2c1cnn2-c1c(F)cccc1Cl,2.5
O=C(Nc1ccc(F)cn1)C(COCCO)Oc1ncnc2c1cnn2-c1ccccc1Cl,2.4
O=C(Nc1ccc(N2CCCCC2)cc1)c1nnc(Nc2ccccc2F)o1,4.2
O=C(Nc1ccc(N2CCNCC2)cc1)c1ccc(-c2ccc(Cl)cc2)o1,2.4
O=C(Nc1ccc(N2CCOCC2)c(F)c1)c1nnc(Nc2ccccc2F)o1,3.6
O=C(Nc1ccc(N2CCOCC2)cc1)c1nnc(NC(=O)C2(c3ccc(Cl)cc3)CCC2)o1,3.2
O=C(Nc1ccc(N2CCOCC2)cc1)c1nnc(NC(=O)C2(c3ccc(Cl)cc3)CCCC2)o1,3.71
O=C(Nc1ccc(N2CCOCC2)cc1)c1nnc(Nc2ccccc2)o1,3.15
O=C(Nc1ccc(N2CCOCC2)cc1)c1nnc(Nc2ccccc2F)o1,3.025
O=C(Nc1ccc(N2CCOCC2)cc1F)c1nnc(Nc2ccccc2F)o1,3.4
O=C(Nc1ccc(N2CCOCC2)cn1)c1nnc(Nc2ccccc2F)o1,2.4
O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2ccc(F)c(F)c2)o1,2.9
O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2ccc(F)cc2)o1,3.0
O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2cccc(-c3ccccc3)c2)o1,4.0
O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2cccc(Cl)c2)o1,3.4
O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2cccc(F)c2)o1,3.2
O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2cccc(OCc3ccccc3)c2)o1,4.2
O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2cccc(OCc3ccccn3)c2)o1,3.1
O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2cccc(OCc3cccnc3)c2)o1,3.3
O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2cccc(Oc3ccccc3)c2)o1,4.2
O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2ccccc2)o1,2.9
O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2ccccc2Cl)o1,2.9
O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2ccccc2F)o1,2.7
O=C(Nc1ccc(N2CCSCC2)nc1)c1nnc(Nc2ccccc2F)o1,3.0
O=C(Nc1ccc(NC2=NCCN2)cc1)c1ccc(C(=O)Nc2ccc(NC3=NCCN3)cc2)cc1,0.12
O=C(Nc1ccc(Nc2ccc(NC(=O)c3ccccc3)c3c2C(=O)c2ccccc2C3=O)c2c1C(=O)c1ccccc1C2=O)c1ccccc1,2.63
O=C(Nc1ccc(O)c(Cl)c1)Nc1nc2ccc(OC(F)(F)F)cc2s1,4.04
O=C(Nc1ccc(O)cc1)c1ccc(O)cc1,1.5
O=C(Nc1ccc(OC2(C(=O)O)CC2)cc1F)C(C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,2.32
O=C(Nc1ccc(OC2CCC(C(=O)O)CC2)c(F)c1)c1nnc(Nc2cc(F)c(F)cc2F)o1,2.3
O=C(Nc1ccc(OC2CCC(C(=O)O)CC2)cc1)c1nnc(Nc2cc(F)c(F)cc2F)o1,1.9
O=C(Nc1ccc(OC2CCC(C(=O)O)CC2)cc1)c1nnc(Nc2ccc(F)cc2)o1,1.2
O=C(Nc1ccc(OC2CCC(C(=O)O)CC2)cc1F)c1nnc(Nc2cc(F)c(F)cc2F)o1,1.85
O=C(Nc1ccc(OC2CCC(C(=O)O)CC2)nc1)c1nnc(Nc2ccc(F)c(F)c2)o1,1.9
O=C(Nc1ccc(OC2CCC(C(=O)O)CC2)nc1F)c1nnc(Nc2cc(F)c(F)cc2F)o1,1.8
O=C(Nc1ccc(OC2CCC(C(=O)O)CC2)nc1F)c1nnc(Nc2ccc(F)c(F)c2)o1,1.9
O=C(Nc1ccc(Oc2ccccc2)cc1)c1c(=O)[nH]n2ccccc12,2.3
O=C(Nc1ccc(Oc2cccnc2)nc1)c1nnc(Nc2ccccc2F)o1,3.1
O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1,3.02
O=C(Nc1ccc(S(=O)(=O)Nc2ccc(F)cc2F)cc1N1CCCC1=O)OCc1ccccc1,2.8
O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)C(c1ccccc1)c1ccccc1,3.3
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,4.48
O=C(Nc1ccc([N+](=O)[O-])cc1O)Nc1ccccc1Br,3.9
O=C(Nc1ccc2[nH]ccc2n1)c1ccc(Cl)c(Cl)c1,3.19
O=C(Nc1ccc2[nH]ccc2n1)c1ccc(Cl)c(F)c1,2.69
O=C(Nc1ccc2[nH]ccc2n1)c1ccc(F)c(Cl)c1,2.32
O=C(Nc1ccc2[nH]nc(-c3ccncc3)c2c1)C1CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,3.2
O=C(Nc1ccc2cc(C(=O)Nc3nccs3)ccc2c1)c1ccc(Cl)c(Cl)c1,4.8
O=C(Nc1ccc2ccccc2c1)NC1CCN(C/C2=C/CCCCCC2)CC1,4.95
O=C(Nc1cccc(-c2cc3ncccc3[nH]2)c1)c1ccccc1,3.88
O=C(Nc1cccc(-c2ccccc2)c1)OCc1ccccc1,7.52
O=C(Nc1cccc(-c2nn[nH]n2)c1)c1cc(C(F)(F)F)cc2[nH]cnc12,1.1
O=C(Nc1cccc(-c2nn[nH]n2)c1)c1cc(F)cc2[nH]cnc12,0.29
O=C(Nc1cccc(-c2nn[nH]n2)c1)c1cc(O)cc(C(F)(F)F)c1,0.8
O=C(Nc1cccc(-c2nn[nH]n2)c1)c1cccc2[nH]cnc12,-0.05
O=C(Nc1cccc(C(c2ccc(C(=O)N3CCC3)cc2)N2CCN(Cc3ccc(F)cc3)CC2)c1)C1CC1,3.58
O=C(Nc1cccc(CCO)c1)c1cc2cc(Cl)ccc2[nH]1,3.83
O=C(Nc1cccc(CCc2cccc(F)c2)c1)C1CCN(c2ccncc2)CC1,3.58
O=C(Nc1cccc(COc2cccc(F)c2)c1)C1CCN(c2ccncc2)CC1,3.02
O=C(Nc1cccc(Cl)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,2.74
O=C(Nc1cccc(Cl)c1)c1cc(C(F)(F)F)ccc1OCc1ccc(F)cc1,8.7
O=C(Nc1cccc(Cl)c1)c1cc(C(F)(F)F)ccc1OCc1ccccc1,8.8
O=C(Nc1cccc(Cl)c1)c1ccccn1,3.4
O=C(Nc1cccc(F)c1)c1cc(C(F)(F)F)ccc1OCc1ccc(F)cc1,8.2
O=C(Nc1cccc(NC(=O)c2ccccc2)n1)c1ccccc1,4.02
O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1ccc(F)cc1,3.2
O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1cccc(F)c1,3.125
O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1ccccc1,3.035
O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1ccccn1,1.79
O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1cccnc1,1.5950000000000002
O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1cscn1,1.58
O=C(Nc1cccc(OCc2cccc(F)c2)c1)C1CCN(c2ccncc2)CC1,3.14
O=C(Nc1cccc([C@@H]2CN(c3ncnc4[nH]ccc34)CCN2CCO)c1)Nc1c(F)cccc1N1CCCC1,2.6
O=C(Nc1cccc2cccnc12)C1CCC(n2c(O)c3c(c2O)[C@@H]2CC[C@H]3C2)CC1,3.94
O=C(Nc1cccc2cccnc12)c1ccc(-n2c(O)c3c(c2O)[C@H]2C=C[C@@H]3C2)cc1,3.28
O=C(Nc1ccccc1)N(c1ccc(Br)cc1)C1CCN(C2CCCC2)CC1,3.4
O=C(Nc1ccccc1)N1CCC2(CC1)OCCN2S(=O)(=O)c1ccccc1,1.82
O=C(Nc1ccccc1)N1CCC2(OCCN2S(=O)(=O)c2ccccc2)C(F)(F)C1,1.93
O=C(Nc1ccccc1)N1CCC2(OCCN2S(=O)(=O)c2ccccc2)[C@@H](F)C1,1.5
O=C(Nc1ccccc1)N1CCC2(OCCN2S(=O)(=O)c2ccccc2)[C@H](F)C1,2.04
O=C(Nc1ccccc1)N1CCOCC1,1.0
O=C(Nc1ccccc1)Nc1ccccc1C(=O)O,-0.12
O=C(Nc1ccccc1)c1cc(Cl)ccc1O,2.9
O=C(Nc1ccccc1)c1cc2ccccc2o1,3.44
O=C(Nc1ccccc1)c1ccc(OCCCN2CCCC2)cc1OCc1cccc(F)c1,3.67
O=C(Nc1ccccc1)c1ccc(OCCCN2CCCC2)cc1OCc1ccccc1,3.6
O=C(Nc1ccccc1)c1ccc(OCCCN2CCCC2)cc1OCc1ccccc1F,3.85
O=C(Nc1ccccc1)c1ccccc1,2.8
O=C(Nc1ccccc1)c1cn2cc(-c3ccccn3)ccc2n1,3.65
O=C(Nc1ccccc1-c1ccccc1)OC1CCN(CCCCCCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)CC1,2.16
O=C(Nc1ccccc1-c1nc(C2CCC2)cs1)OCC1CCNCC1,4.41
O=C(Nc1ccccc1-n1ccnc1)c1cnc(-c2ccccc2)nc1,2.4
O=C(Nc1ccccc1-n1ccnc1)c1cnc(-c2ccccc2)s1,2.5
O=C(Nc1ccccc1B(O)O)c1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,3.2
O=C(Nc1ccccc1Br)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Br,2.28
O=C(Nc1ccccc1Br)Nc1ccc(Cl)c(Cl)c1O,4.02
O=C(Nc1ccccc1CNC(=O)c1ccc(Cl)s1)c1ccc(N2CCOCC2=O)cc1,2.8
O=C(Nc1ccccc1Cl)N1CCC(c2nc(-c3ccc4ccccc4n3)no2)CC1,4.25
O=C(Nc1ccccc1Cl)N1CCN(c2nc(-c3ccc4ccccc4n3)no2)CC1,2.95
O=C(Nc1ccccc1Cl)Nc1cc(Cl)c(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl,3.2
O=C(Nc1ccccc1Cl)Nc1cc(F)c(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl,3.0
O=C(Nc1ccccc1Cl)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Br,2.17
O=C(Nc1ccccc1Cl)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl,2.27
O=C(Nc1ccccc1Cl)c1cc[nH]n1,2.58
O=C(Nc1ccccc1O)c1cc([N+](=O)[O-])ccc1Cl,2.49
O=C(Nc1ccccn1)C(CN1CC(O)C1)Oc1ncnc2c1cnn2-c1c(F)cccc1Cl,2.3
O=C(Nc1ccccn1)C(CN1CC(O)C1)Oc1ncnc2c1cnn2-c1ccccc1Cl,2.0
O=C(Nc1ccccn1)c1ccc2[nH]c(-c3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc3)nc2c1,4.24
O=C(Nc1ccccn1)c1ccc2c(C(=O)O)ccc(O)c2n1,1.2
O=C(Nc1ccccn1)c1ccccc1,2.2
O=C(Nc1cccnc1)c1cc(C(F)(F)F)ccc1OCc1ccc(F)cc1,6.3
O=C(Nc1cccnc1)c1cc(C(F)(F)F)ccc1OCc1ccccc1,6.3
O=C(Nc1cccnc1)c1ccc(CNS(=O)(=O)c2ccc(N3CCOCC3)cc2)cc1,2.6
O=C(Nc1cccnc1C(=O)NCC1CCOCC1)c1ccc2ncsc2c1,3.5
O=C(Nc1cccnc1C(=O)NCC1CCOCC1)c1cccc2c1OCCO2,3.8
O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1c(Cl)cccc1Cl,3.4
O=C(Nc1ccnc(NC(=O)C2C[C@H]2F)c1)c1c(Cl)cccc1Cl,2.9
O=C(Nc1ccnc(Nc2ccnc(N3CCC(O)CC3)n2)c1)c1c(Cl)cccc1Cl,4.7
O=C(Nc1ccncc1)c1c(Cl)cccc1Cl,2.2
O=C(Nc1ccncc1)c1cccc2ccccc12,3.1
O=C(Nc1ccncc1)c1cn(Cc2ccc(Cl)c(Cl)c2)c(=O)c2cnn(C3CCNCC3)c12,1.8
O=C(Nc1ccnnc1)c1cc(C(F)(F)F)ccc1OCc1ccccc1,5.4
O=C(Nc1ccnnc1)c1cc(N2CC(F)(F)C2)ccc1OCc1ccccc1,5.1
O=C(Nc1ccnnc1)c1cc(N2CC(F)C2)ccc1OCc1ccccc1,4.4
O=C(Nc1ccnnc1)c1cc(N2CCC(CO)CC2)ccc1OCc1ccccc1,3.5
O=C(Nc1ccnnc1)c1cc(N2CCC(F)CC2)ccc1OCc1ccccc1,5.1
O=C(Nc1ccnnc1)c1cc(N2CCC(O)CC2)ccc1OCc1ccccc1,3.2
O=C(Nc1ccnnc1)c1cc(N2CCCC2)ccc1OCc1ccccc1,6.1
O=C(Nc1ccnnc1)c1cc(N2CCCCC2)ccc1OCc1ccccc1,6.3
O=C(Nc1ccnnc1)c1cc(N2CCNCC2)ccc1OCc1ccccc1,1.9
O=C(Nc1ccnnc1)c1cc(N2CCOCC2)ccc1OCc1ccccc1,4.1
O=C(Nc1ccnnc1)c1cc(N2C[C@H]3COC[C@H]3C2)ccc1OCc1ccccc1,4.5
O=C(Nc1ccsc1-c1nc(=O)c(O)c(C(=O)O)[nH]1)OCCc1ccccc1,-0.43
O=C(Nc1cnc(OC2CCC(C(=O)O)CC2)cc1F)c1nnc(Nc2cc(F)c(F)cc2F)o1,1.6
O=C(Nc1cnn(Cc2ccccc2)c1)c1[nH]nc2c1CC1CC1C2,2.25
O=C(Nc1cnn(Cc2ccccc2)c1)c1[nH]nc2c1CCC(F)(F)C2,3.8
O=C(Nc1cnn(Cc2ccccc2)c1)c1[nH]nc2c1CCC1(CC1)C2,3.9
O=C(Nc1cnn(Cc2ccccc2)c1)c1[nH]nc2c1CCC1(CCOC1)C2,2.2
O=C(Nc1cnn(Cc2ccccc2)c1)c1[nH]nc2c1CCC1(COC1)C2,2.4
O=C(Nc1cnn2cccnc12)C1CCCCC1C(=O)c1ccc(-c2cc[nH]n2)cc1,2.9
O=C(Nc1nc(-c2cccc(C(F)(F)F)c2F)cs1)c1ccc(N2CCC(C(=O)O)C2)nc1,1.21
O=C(Nc1nc(-c2cccc(C(F)(F)F)c2F)cs1)c1ccc(N2CCC(C(=O)O)CC2)nc1,1.83
O=C(Nc1nc(-c2cccc(C(F)(F)F)c2F)cs1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,2.94
O=C(Nc1nc(-c2cccc(C(F)(F)F)c2F)cs1)c1cnc(N2CCC(c3nn[nH]n3)CC2)c(Cl)c1,3.24
O=C(Nc1nc(-c2cccc(C(F)(F)F)c2F)cs1)c1cnc(N2CCCC(C(=O)O)C2)c(Cl)c1,2.94
O=C(Nc1nc(-c2cccc(C(F)(F)F)c2F)cs1)c1cnc(N2CCNC(C(=O)O)C2)c(Cl)c1,1.88
O=C(Nc1nc(-c2cccc(OC(F)(F)F)c2F)cs1)c1ccc(Nc2cc(N3CC(O)C3)ncn2)cc1,4.61
O=C(Nc1nc(-c2ccccc2)cs1)c1cccnc1,3.62
O=C(Nc1nc(-c2ccccn2)cs1)c1cncn1-c1ccccc1,3.39
O=C(Nc1nc(CC(=O)N2CCN(CC(=O)N3CCCC3)CC2)cs1)c1ccc(Cl)cc1,2.2
O=C(Nc1nc(CC(=O)N2CCN(CC(=O)N3CCCC3)CC2)cs1)c1ccc(Cl)s1,2.1
O=C(Nc1nc2c(=O)[nH]cnc2s1)c1ccccc1,1.94
O=C(Nc1nc2ccccc2[nH]1)c1ccc2c(C(=O)O)ccc(O)c2n1,2.7
O=C(Nc1nc2ccccc2n1CCCO)c1cccc([N+](=O)[O-])c1,3.0
O=C(Nc1nc2ccccc2n1CCN1CCOCC1)c1cccc([N+](=O)[O-])c1,3.3
O=C(Nc1ncc(F)s1)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,3.245
O=C(Nc1nccs1)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,2.55
O=C(Nc1nccs1)c1ccccc1,2.43
O=C(Nc1nccs1)c1cccnc1,2.25
O=C(Nc1nn[nH]n1)c1cc(Oc2ccccc2)c2ccccn2c1=O,0.67
O=C(Nc1nnc(-c2ccc(Cl)cc2)o1)c1cccc(C(F)(F)F)c1,4.51
O=C(Nc1nnc(C(=O)Nc2ccc(N3CCOCC3)cc2)o1)c1ccc(Cl)cc1,1.91
O=C(Nc1nnc(C(=O)Nc2ccc(N3CCOCC3)cc2)o1)c1ccccc1,1.02
O=C(O)/C=C/c1ccc(C2c3ccc(O)cc3CCN2Cc2ccccc2)cc1,2.2
O=C(O)/C=C/c1ccc(C2c3ccc(O)cc3CCN2c2ccc(OC(F)(F)F)cc2)cc1,3.7
O=C(O)/C=C/c1ccc(C2c3ccc(O)cc3CCN2c2ccccc2)cc1,2.4
O=C(O)/C=C/c1ccc(Cc2c(-c3ccc(C(F)(F)F)cc3)c(=O)oc3cc(O)ccc23)cc1,2.6
O=C(O)/C=C/c1ccc(Cc2c(-c3ccc(Cl)cc3)c(=O)oc3cc(O)ccc23)cc1,2.4
O=C(O)/C=C/c1ccc(Cc2c(-c3ccc(F)cc3F)c(=O)oc3cc(O)ccc23)cc1,1.7
O=C(O)/C=C/c1ccc(Cc2c(-c3ccc(OC(F)(F)F)cc3)c(=O)oc3cc(F)ccc23)cc1,2.5
O=C(O)/C=C/c1ccc(Cc2c(-c3ccc(OC(F)(F)F)cc3)c(=O)oc3cc(O)ccc23)cc1,2.8
O=C(O)/C=C/c1ccc(Cc2c(-c3ccc(OC(F)(F)F)cc3)c(=O)oc3ccccc23)cc1,2.8
O=C(O)/C=C/c1ccc(Cc2c(-c3cccc(OC(F)(F)F)c3)c(=O)oc3cc(O)ccc23)cc1,2.9
O=C(O)/C=C/c1ccc(Cc2c(-c3ccccc3)c(=O)oc3cc(O)ccc23)cc1,1.5
O=C(O)/C=C/c1ccc2cccc(N3CCN(CCc4ccc(OCCCN5CCCCCC5)cc4)CC3)c2n1,0.34
O=C(O)/C=C/c1cccc(-c2cnc3[nH]ccc3c2)c1,0.58
O=C(O)C(=O)CC(=O)c1cc(C2CCCCC2)ccc1C1CCCCC1,2.6
O=C(O)C(=O)CC(=O)c1ccccc1,-1.73
O=C(O)C(=O)NC[C@H]1CC[C@]2(CC1)OO[C@]1(O2)C2CC3CC(C2)CC1C3,0.81
O=C(O)C(=O)Nc1ccc(C#Cc2ccc(C(F)(F)F)cc2)cc1,1.97
O=C(O)C(=O)Nc1ccc(C#Cc2ccc(C(F)(F)F)cc2Br)cc1,2.28
O=C(O)C(=O)Nc1ccc(C#Cc2ccc(C(F)(F)F)cc2Cl)cc1,1.84
O=C(O)C(=O)Nc1ccc(C#Cc2ccc(C(F)(F)F)cc2F)cc1,1.81
O=C(O)C(Cc1ccc(Cl)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.88
O=C(O)C(Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.79
O=C(O)C(Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)cc3)CC2)CC1,1.9
O=C(O)C(Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)cc3Cl)CC2)CC1,2.6
O=C(O)C(Cc1cccc(F)c1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.6900000000000004
O=C(O)C(Cc1ccccc1)N1CCC(CN2CCC(Oc3ccc(CO)c(Cl)c3)CC2)CC1,0.8
O=C(O)C(Cc1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.5
O=C(O)C(Cc1ccccc1F)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.59
O=C(O)C(c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.1550000000000002
O=C(O)C(c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.23
O=C(O)C(c1ccccc1)N1CCCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)C1,2.6
O=C(O)C(c1ccccc1)N1CCO[C@@H](CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)C1,1.71
O=C(O)C1(CNc2ccc(-c3ccc(-c4nc5cc(Cl)ccc5[nH]4)cn3)cn2)CC1,1.33
O=C(O)C1(COc2ccc(-c3ccc(-c4nc5cc(Cl)ccc5[nH]4)cn3)cn2)CC1,1.35
O=C(O)C1(COc2ccc(-c3ccc(-c4nc5cc(Cl)ccc5[nH]4)cn3)cn2)CCC1,1.24
O=C(O)C1(COc2ccc(-c3ccc(-c4nc5cc(Cl)ccc5[nH]4)cn3)cn2)COC1,1.16
O=C(O)C1(c2ccc(-c3ccc(Cn4cc(O)n(-c5ccccc5)c4=O)cc3)cc2)CC1,1.5
O=C(O)C1CC(Nc2ccc(-c3ccc(-c4nc5cc(Cl)ccc5[nH]4)cn3)cn2)C1,1.29
O=C(O)C1CC(Oc2ccc(-c3ccc(-c4nc5cc(Cl)ccc5[nH]4)cn3)cn2)C1,1.16
O=C(O)C1CC1COc1ccc(-c2ccc(-c3nc4cc(Cl)ccc4[nH]3)cn2)cn1,1.19
O=C(O)C1CCC(CC(=O)N2CCc3c(n(Cc4ccc(F)cc4F)c4ncccc34)C2)CC1,1.255
O=C(O)C1CCC(CC(=O)N2CCc3c(n(Cc4cccc(F)c4)c4ncccc34)C2)CC1,1.26
O=C(O)C1CCC(NC(=O)C(C2CCCCC2)n2c(-c3ccc(Cl)cc3)nc3cc(F)c(F)cc32)CC1,2.49
